Inv_NUM,Country,Date,Denomination,Type,grading_serv,MINTAGE,SERIAL_NUM,Grade,INFO_KM,Price,Metal Compositiom,Status,DateEntered,catagory
11316,US,1924-D,5›,Buffalo,,,,Fine,,$25.00,,Available,1708,
11317,US,1913-S TY 1,5›,Buffalo,,,,VF,,$50.00,,Available,1708,
12705,US,1865,2›,Two Cent,,,,VF,,$27.00,,Available,2106,
12707,US,1894-O,50›,Barber,,,,Good,,$32.00,,Available,2107,
12708,US,1907-S,50›,Barber,,,,Good,,$21.00,,Available,2107,
12709,US,1906,50›,Barber,,,,VG,,$21.00,,Available,2107,
12714,US,1867,5›,Shield Hickel,,,,XF,,$78.00,,Available,2107,
12716,US,1853 Arrows,5›,Half Dime,,,,XF,,$55.00,,Available,2107,
12720,US,1865,2›,Two Cent,,,,Fine,,$21.00,,Available,2107,
12723,US,1936-D,25›,Washington,,,,Unc,,$520.00,,Available,2107,
13507,US,1825,1›,VG Corrision,,,,VG,,$45.00,,Available,2307,
13509,US,1889,$1,Morgan,,,,MS62,,$66.00,,Available,2307,
13513,US,1899-O,$1,Morgan,,,,MS-63,,$88.00,,Available,2307,
13514,US,1896,$1,Morgan,,,,MS-63,,$88.00,,Available,2307,
13516,US,1880-S,$1,Morgan,,,,MS-62,,$62.00,,Available,2307,
13538,US,1943,50›,Walking Liberty,,,,AU58,,$25.00,,Available,2309,
13539,US,1882-S,$1,Morgan,,,,MS-63,,$72.00,,Available,2309,
13540,US,1944,50›,Walking Liberty,,,,MS-64,,$97.00,,Available,2309,
13541,US,1912-S,1›,Lincoln,,,,VF,,$33.00,,Available,2309,
13542,US,1914-S,1›,Lincoln,,,,Fine,,$20.00,,Available,2309,
13543,US,1915-S,1›,Lincoln,,,,VF,,$30.00,,Available,2309,
13544,US,1924-D,1›,Lincoln,,,,Fine,,$40.00,,Available,2309,
13547,US,1900-O,50›,Barber,,,,Good,,$25.00,,Available,2309,
14349,US,1903-S,10›,Barber,,,,Good,,$66.00,,Available,2410,
14350,US,1914-S,10›,Barber,,,,Good,,$46.00,,Available,2410,
14351,US,1921,10›,Mercury,,,,Good,,$48.00,,Available,2410,
14352,US,1877-S,25›,Seated Liberty,,,,XF Cleaned,,$60.00,,Available,2410,
14353,US,1923,25›,Standing Liberty,,,,XF,,$46.00,,Available,2410,
14354,US,1929-S,5›,Buffalo,,,,AU,,$22.00,,Available,2410,
14355,US,1911,10›,Barber,,,,Good,,$26.00,,Available,2410,
14356,US,1913-D Type I,5›,Buffalo,,,,VF,,$27.00,,Available,2410,
14357,US,1919-D,10›,Mercury,,,,Good,,$20.00,,Available,2410,
14358,US,1914-S,1›,Lincoln,,,,VF,,$25.00,,Available,2410,
14359,US,1875,1›,Indian,,,,VG,,$33.00,,Available,2410,
14360,US,1876,1›,Indian,,,,Fine,,$71.00,,Available,2410,
14361,US,1930-S,5›,Buffalo,,,,AU,,$33.00,,Available,2410,
14362,US,1956,50›,Buffalo,,,,Proof,,$25.00,,Available,2410,
14363,US,1954,50›,Franklin,,,,Proof,,$33.00,,Available,2410,
14364,US,1916-S,10›,Mercury,,,,AU,,$21.00,,Available,2410,
14365,US,1920,10›,Mercury,,,,AU,,$8.00,,Available,2410,
14366,US,1923-S,10›,Mercury,,,,VF+,,$45.00,,Available,2410,
14367,US,1930-S,10›,Mercury,,,,AU58,,$77.00,,Available,2410,
14368,US,1931-D,10›,Mercury,,,,AU,,$55.00,,Available,2410,
14369,US,1931-S,10›,Mercury,,,,AU,,$55.00,,Available,2410,
10296,US,1918,10›,Mercury,,,,MS64+,,$330.00,,Available,1509,
10297,US,1926-S,10›,Mercury,,,,VF,,$60.00,,Available,1509,
10298,US,1917-S,5›,Buffalo,,,,Good,,$20.00,,Available,1509,
10299,US,1914,5›,Buffalo,,,,XF,,$26.00,,Available,1509,
10302,US,1913-D TY 1,5›,Buffalo,,,,XF,,$31.00,,Available,1509,
10303,US,1919-S,5›,Buffalo,,,,VG,,$20.00,,Available,1509,
10304,US,1919-D,5›,Buffalo,,,,VG,,$32.00,,Available,1509,
10305,US,1931-S,5›,Buffalo,,,,AU,,$50.00,,Available,1509,
10307,US,1866 W/RAYS,5›,SHIELD,,,,XF+ dirt/corrosion,,$180.00,,Available,1509,
10309,US,1909 vdb,1›,Lincoln,,,,MS-64 brown,,$50.00,,Available,1509,
10313,US,1938,50›,Walking Liberty,,,,Unc,,$60.00,,Available,1509,
10315,US,1926-S,10›,Mercury,,,,Fine,,$27.00,,Available,1509,
10318,US,1916-D,5›,Buffalo,,,,VF,,$35.00,,Available,1509,
12379,US,1945,25›,Washington,,,,MS-65,,$29.00,,Available,2102,
12380,US,1945-D,25›,Washington,,,,MS-65,,$28.00,,Available,2102,
12381,US,1945-S,25›,Washington,,,,MS-63,,$12.00,,Available,2102,
12383,US,1946,25›,Washington,,,,MS-64,,$14.00,,Available,2102,
12384,US,1946-D,25›,Washington,,,,MS-65,,$24.00,,Available,2102,
12385,US,1946-S,25›,Washington,,,,MS-65,,$30.00,,Available,2102,
12386,US,1946-D,50›,Walking Liberty,,,,MS-65,,$74.00,,Available,2102,
12389,US,1945-S,25›,Mercury,,,,MS-66,,$27.00,,Available,2102,
12391,US,1946,25›,Roosevelt,,,,MS-65,,$12.00,,Available,2102,
12392,US,1946-D,25›,Roosevelt,,,,MS-65,,$14.00,,Available,2102,
12393,US,1946-S,25›,Roosevelt,,,,MS-65,,$19.00,,Available,2102,
12397,US,1914-S,5›,Buffalo,,,,Good,,$27.00,,Available,2102,
12398,US,1914-S,5›,Buffalo,,,,VF,,$61.00,,Available,2102,
12399,US,1914-S,5›,Buffalo,,,,About Good,,$20.00,,Available,2102,
12400,US,1915-S,5›,Buffalo,,,,Good,,$40.00,,Available,2102,
10323,US,1930-S,10›,Mercury,,,,MS-63,,$150.00,,Available,1509,
10328,US,1913-D  TY1,5›,Buffalo,,,,XF,,$225.00,,Available,1509,
10342,US,1895,1›,Indian Cent,,,,AU+,,$40.00,,Available,1509,
10344,US,1914-S,1›,Indian Cent,,,,AU,,$140.00,,Available,1509,
10345,US,1924-S,5›,Buffalo,,,,VG,,$32.00,,Available,1509,
10346,US,1915-S,5›,Buffalo,,,,Good,,$30.00,,Available,1509,
10347,US,1917-S,5›,Buffalo,,,,VG,,$42.00,,Available,1509,
10351,US,1935,1›,Lincoln,,,,MS-65,,$25.00,,Available,1509,
10356,US,1891-S,10›,Dime,,,,VF,,$20.00,,Available,1509,
10358,US,1935-S,5›,Buffalo,,,,Unc,,$48.00,,Available,1509,
10359,US,1926-S,5›,Buffalo,,,,VG,,$43.00,,Available,1509,
10360,US,1878,1›,Indian Cent,,,,Good,,$25.00,,Available,1509,
10362,US,1926-S,5›,Buffalo,,,,Good,,$20.00,,Available,1509,
10366,US,1913-S   TY1,5›,Buffalo,,,,Good,,$25.00,,Available,1509,
13041,US,1947-D,50›,Walking Liberty,,,,Unc,,$41.00,,Available,1701,
13546,US,1854 w/Arrows,25›,Seated Liberty,,,,VG Cleaned,,$27.00,,Available,2309,
12236,US,1926-S,10›,Mercury,,,,VG,,$21.00,,Available,2002,
12240,US,1945-D,50›,Walking Liberty,,,,MS-65,,$55.00,,Available,2002,
12242,US,1887,1›,Indian Cent,,,,AU,,$28.00,,Available,2002,
12249,US,1908-S,50›,Barber,,,,Fine,,$80.00,,Available,2002,
12251,US,1915-D,50›,Barber,,,,VG,,$20.00,,Available,2002,
12255,US,1909 VDB,1›,Lincoln,,,,MS-63 RB,,$35.00,,Available,2002,
12256,US,1999,$1,SBA,,,,PROOF,,$27.00,,Available,2002,
10368,US,1917-S,10›,Mercury,,,,MS-64,,$240.00,,Available,1509,
10370,US,1917-D OBV,50›,Walking Liberty,,,,AG,,$20.00,,Available,1509,
10399,CANADA,1881H,5›,Five Cents,,,,XF scratch cleaned,,$100.00,,Available,1510,
10400,GREAT BRITAIN,1887,2 SH,SHILLING,,,,PROOF,762,$250.00,,Available,1510,
10404,FINLAND,1908,5 PENNIA,5 PENNIA,,,,XF+,15,$50.00,,Available,1510,
10405,CANADA,1914,1›,ONE Cent,,,,AU 58,KM# 21,$30.00,,Available,1510,
10406,NEW FOUNDLAND,1885,20›,Twenty Cent,,,,VF,,$80.00,,Available,1510,
10408,NEW FOUNDLAND,1890,10›,TEN Cents,,,,XF cleaned,,$100.00,,Available,1510,
10412,NEW FOUNDLAND,1881,5›,Five Cents,,,,XF cleaned,,$230.00,,Available,1510,
10413,NEW FOUNDLAND,1888,20›,Twenty Cent,,,,VF,,$70.00,,Available,1510,
10414,JAPAN,YEAR 29,10 Sen,10 SEN,,,,Unc,,$45.00,,Available,1510,
10415,CANADA,1900,25›,25Cents,,,,XF,,$190.00,,Available,1510,
10416,CANADA,1911,25›,25 Cents,,,,AU,,$185.00,,Available,1510,
10417,GREAT BRITAIN,1827,1 Farthing,Farthing,,,,AU,697,$165.00,,Available,1510,
10420,NEW FOUNDLAND,1896,20›,Twenty Cent,,,,XF+,,$260.00,,Available,1510,
10421,NEW FOUNDLAND,1900,50›,Fifty Cents,,,,VF,,$35.00,,Available,1510,
10424,NEW FOUNDLAND,1896,10›,10 Cents,,,,XF,,$120.00,,Available,1510,
10425,NEW FOUNDLAND,1890,10›,10 Cents,,,,XF,,$160.00,,Available,1510,
10426,NEWFOUNDLAND,1890,10›,Victoria,,,,VF++,,$50.00,,Available,1510,
10431,US,1932-S,25›,Washington,,,,XF,,$155.00,,Available,1510,
10432,US,1922-S,$1,PEACE,,,,Unc,,$55.00,,Available,1510,
12179,US,1869,5›,Shield Nickel,,"16,395,000",,VG,,$25.00,,Available,1910,
14015,US,1907,1›,Indian,,,,AU,,$20.00,,Available,2405,
14016,US,1907,1›,Indian,,,,AU,,$20.00,,Available,2405,
14017,US,1916-S,5›,Buffalo,,,,VF,,$28.00,,Available,2405,
14018,US,1918-D,5›,Buffalo,,,,XF,,$198.00,,Available,2405,
14019,US,1868,1›,Indian,,,,AU Corroded,,$150.00,,Available,2405,
14022,US,1859,1›,Indian,,,,Fine,,$20.00,,Available,2405,
14023,US,1909-S,1›,Lincoln,,,,VF,,$104.00,,Available,2405,
14026,US,1900-O,$1,Morgan,,,,MS-64,,$94.00,,Available,2405,
14027,US,1904-O,$1,Morgan,,,,MS-64,,$91.00,,Available,2405,
14028,US,1899-O,$1,Morgan,,,,MS-63,,$68.00,,Available,2405,
14029,US,1911,10›,Barber,,,,XF,,$26.00,,Available,2405,
14030,US,1929-S,5›,Buffalo,,,,AU,,$22.00,,Available,2405,
14034,US,1832,5›,Bust,,,,Fine,,$94.00,,Available,2406,
14035,US,1864 Large Motto,2›,Two Cent,,,,MS-63 RB,,$220.00,,Available,2406,
13042,US,1947,50›,Walking Liberty,,,,AU-58,,$28.00,,Available,1204,
13061,US,1931-D,10›,Mercury,,,,VF,,$17.00,,Available,1907,
11370,US,1878 8TF,$1,Morgan Dollar,,,,XF,FFR VAM 1,$88.00,,Available,1709,
12180,US,1868,5›,Shield Nickel,,"28,817,000",,Fine,,$30.00,,Available,1910,
12182,US,1882,5›,Shield Nickel,,"11,472,900",,Good,,$25.00,,Available,1910,
13043,US,1946-S,50›,Walking Liberty,,,,AU,,$33.00,,Available,1906,
13044,US,1946,50›,Walking Liberty,,,,Unc,,$31.00,,Available,1008,
13048,US,1944-S,50›,Walking Liberty,,,,AU,,$24.00,,Available,1809,
13052,US,1943-D,50›,Walking Liberty,,,,Unc,,$41.00,,Available,1212,
13053,US,1943,50›,Walking Liberty,,,,Unc,,$31.00,,Available,1005,
13054,US,1942-S,50›,Walking Liberty,,,,Unc,,$37.00,,Available,1403,
13056,US,1942,50›,Walking Liberty,,,,MS-63,,$48.00,,Available,1109,
13057,US,1941-S,50›,Walking Liberty,,,,AU-58,,$45.00,,Available,1402,
13058,US,1941-D,50›,Walking Liberty,,,,Unc,,$35.00,,Available,1008,
13059,US,1941,50›,Walking Liberty,,,,Unc,,$31.00,,Available,1002,
13062,US,1926-D,10›,Mercury,,,,VF,,$12.00,,Available,1907,
13089,US,1851,1›,Large Cent,,,,VF,,$33.00,,Available,2207,
12430,US,1949-S,50›,Franklin,,,,MS-62,,$69.00,,Available,2104,
12431,US,1949-S,50›,Franklin,,,,MS-64,,$90.00,,Available,2104,
12497,US,1915-S,50›,Barber Half,,,,VG,,$22.00,,Safe,2105,
12499,US,1935-S,$1,Peace,,,,MS-62,,$330.00,,Available,2105,
12500,US,1928-S,$1,Peace,,,,AU58,,$135.00,,Available,2105,
12501,US,1926,$1,Peace,,,,MS-63,,$93.00,,Available,2105,
12504,US,1926-D,$1,Peace,,,,MS-64,,$355.00,,Available,2105,
12510,US,1881-S,$1,Morgan Dollar,,,,MS-63,,$66.00,,Available,2106,
12514,US,1879-S,$1,Morgan Dollar,,,,MS-63,,$79.00,,Available,2106,
12515,US,1921,10›,Mercury,,,,Good,,$42.00,,Available,2106,
12516,US,1921-D,10›,Mercury,,,,Good,,$49.00,,Available,2106,
12517,US,1926-S,10›,Mercury,,,,Good,,$10.00,,Available,2106,
12518,US,1857,1›,Flying Eagle,,,,AU,,$285.00,,Available,2106,
12522,US,1832 LL,50›,Bust Half,,,,XF,,$195.00,,Available,2106,
12524,US,1928-D,25›,Standing Liberty,,,,AU,,$75.00,,Available,2106,
12525,US,1804 Cr.4 Stems,1/2›,Draped Bust Half Cent,,,,XF+,,$385.00,,Available,2106,
12559,US,1887,$1,Morgan Dollar,,,,MS-64,,$82.00,,Available,2106,
12561,US,1882-S,$1,Morgan Dollar,,,,MS-64,,$82.00,,Available,2106,
12564,US,1879-S Rev 78,$1,Morgan Dollar,,,,MS-62,,"$1,030.00",,Safe,2106,
12566,US,1879-O,$1,Morgan Dollar,,,,AU58,,$66.00,,Available,2106,
12402,US,1930-S,10›,Mercury,,,,XF,,$27.00,,Available,1402,
12412,US,1890-S,$1,Morgan Dollar,,,,AU-58,,$45.00,,Available,2103,
12414,US,1949-S,50›,Franklin,,"3,744,000",,MS-62,,$69.00,,Available,2104,
12186,US,1893-0,10›,Barber,,,,Good,,$27.00,,Available,1912,
10434,US,1925-S,$1,PEACE,,,,Unc,,$93.00,,Available,1510,
10436,US,1917-d,5›,Buffalo,,,,VG,,$26.00,,Available,1510,
10437,US,1911-S,1›,Lincoln,,,,VF,,$55.00,,Available,1510,
10443,US,1917-S,5›,Buffalo,,,,Good,,$20.00,,Available,1510,
10448,US,1951-S,50›,Franklin,,,,MS-63,,$30.00,,Available,1510,
10453,US,1927-S,$1,PEACE,,,,MS-62,,$229.00,,Available,1510,
10454,US,1981-S TY 2,$1,ANTHONY,,,,PROOF,,$160.00,,Available,1510,
10456,GERMANY,1925 a,1 1,REICH MARK,,,,AU,Kkm 44,$45.00,,Available,1510,
14061,US,1949-D,25›,Washington,,,,MS-65,,$33.00,,Available,2406,
14062,US,1959-D,50›,Franklin,,,,MS-64,,$22.00,,Available,2406,
14063,US,1957,50›,Franklin,,,,MS-65,,$27.00,,Available,2406,
14064,US,1957-D,50›,Franklin,,,,MS-64,,$22.00,,Available,2406,
14066,US,1955 Bugs Bunny,50›,Franklin,,,,MS-65,,$44.00,,Available,2406,
14067,US,1956,50›,Franklin,,,,MS-64,,$27.00,,Available,2406,
14068,US,1953-S,50›,Franklin,,,,MS-64,,$30.00,,Available,2406,
14069,US,1953,50›,Franklin,,,,MS-64,,$28.00,,Available,2406,
14071,US,1951-D,50›,Franklin,,,,Unc,,$30.00,,Available,2406,
14072,US,1949-S,50›,Franklin,,,,AU-58,,$35.00,,Available,2406,
14073,US,1948-D,50›,Franklin,,,,MS-63,,$20.00,,Available,2406,
14074,US,1948,50›,Franklin,,,,MS-63,,$23.00,,Available,2406,
14076,US,1934,1›,Lincoln,,,,MS-65,,$30.00,,Available,2406,
14077,US,1933-D,1›,Lincoln,,,,AU58,,$20.00,,Available,2406,
14079,US,1866,1›,Indian,,,,Good,,$49.00,,Available,2406,
14081,US,1878,1›,Indian,,,,Good,,$27.00,,Available,2406,
12462,US,1882-S,$1,Morgan Dollar,,,,Unc PL,,$52.00,,Available,2104,
13063,US,1931-S,10›,Mercury,,,,VF,,$10.00,,Available,1907,
11399,US,1909 VDB,1›,Lincoln,NGC,,01242567002540998008,MS67 RD,2540998-008,"$1,000.00",,Available,1709,
11401,US,Off Center Struck,1›,Lincoln,NGC,,0000006601116422,MS66 RD,01116-422,$55.00,,Available,1709,
11405,US,1952-S,50›,Franklin,PCGS,,0066636518359163,MS65,FFR 6663.65/18359163,$93.00,,Available,1709,
10458,NETHERLANDS,1869,5›,Cents,,,,AU,KM 91,$30.00,,Available,1510,
10459,GREAT BRITAIN,1890,3 Pence,PENCE,,,,XF,758,$22.00,,Available,1510,
10460,AUSTRALIA,,1 Farthing,Farthing,,,,,,$0.00,,Available,1510,
10465,US,1864,2›,TWO Cents,,,,Fine,,$20.00,,Available,1601,
10488,US,1913-D TY 1,5›,Buffalo,,,,VG-REV. PL. PEEL,,$22.00,,Available,1601,
10489,US,1913-D TY 1,5›,Buffalo,,,,VG,,$22.00,,Available,1601,
10490,US,1913-D TY 1,5›,Buffalo,,,,VG,,$22.00,,Available,1601,
10491,US,1913-D TY 1,5›,Buffalo,,,,VG,,$22.00,,Available,1601,
10492,US,1913-D TY 1,5›,Buffalo,,,,VG,,$22.00,,Available,1601,
10493,US,1885,1›,Indian Cent,,,,VF35,,$26.00,,Available,1601,
10496,US,1939-S,50›,Walking Liberty,,,,XF,,$26.00,,Available,1605,
10503,US,1863,1›,Indian Cent,,,,AU,,$62.00,,Available,1605,
11467,US,1905-O,25›,Barber,,,,Good,,$29.00,,Available,1710,
11469,US,1898,25›,Barber,,,,Fine,,$20.00,,Available,1710,
12257,US,1979-S TY 2,$1,SBA,,,,PROOF,,$33.00,,Available,2002,
12308,US,1934-D,$1,Peace,,,,AU58,,$80.00,,Available,2009,
10506,US,1868,1›,Indian Cent,,,,AG,,$20.00,,Available,1605,
10511,US,1926-S,5›,Buffalo,,,,GOOD+,,$20.00,,Available,1605,
10513,US,1869,1›,Indian Cent,,,,VG obv. Scratch,,$70.00,,Available,1605,
10515,US,1867,1›,Indian Cent,,,,VG corrosion,,$50.00,,Available,1605,
10519,BRITISH HONDURAS,1952,25›,25 Cents,,,,XF,KM26,$50.00,,Available,1605,
10520,CANADA,1903,25›,25 Cents,,,,AU-scatch rev,,$320.00,,Available,1605,
10521,GREAT BRITAIN,1806,1/2›,1/2 PENNY,,,,XF,KM662,$60.00,,Available,1605,
10522,BOLIVIA,1808,8R,8 REALE,,,,VG,KM73,$32.00,,Available,1605,
10523,GREAT BRITAIN 5 incuse gun ports,1799,1/2›,1/2 PENNY,,,,XF-cleaned,KM 647,$90.00,,Available,1605,
10524,DANZIG,1926,2 PFENNING,2 Pfenning,,,,,KM141,$70.00,,Available,1605,
10525,STRAITS SETTLEMENT,1890,20›,20 Cents,,,,AU,KM 12,$300.00,,Available,1605,
10527,NEWFOUNDLAND,1896,10›,10 Cents,,,,VF,,$53.00,,Available,1605,
10528,NEWFOUNDLAND,1899,20›,20 Cents,,,,VF,,$43.00,,Available,1605,
10531,RUSSIA -H.I.,1877,1/2›,ROUBLE,,,,XF+,y24,$40.00,,Available,1605,
10532,AUSTRALIA,1934,1/2›,PENNY,,,,AU,KM22,$40.00,,Available,1605,
10533,MEXICO,1918,5 Centavos,Centavos,,,,FINE+,,$35.00,,Available,1605,
10534,NEW ZEALAND,1941,1›,PENNY,,,,Unc,,$100.00,,Available,1605,
10536,BRITISH HONDURAS,1964,25›,25 Cent,,,,Cents,KM 29,$25.00,,Available,1605,
10537,NEWFOUNDLAND,1936,1›,Cent,,,,Unc,,$54.00,,Available,1605,
10538,GREAT BRITAIN,1894,1 Shilling,SHILLING,,,,VF,KM 780,$37.00,,Available,1605,
10539,BAHAMAS,1985,$2,Two Dollar,,,,PROOF,KM105,$25.00,,Available,1605,
10540,GREAT BRITAIN,1940,1 Penny,PENNY,,,,Unc,KM845,$60.00,,Available,1605,
10542,CANADA,1932,1›,Cent,,,,AU,KM# 29,$50.00,,Available,1605,
10543,GERMANY,1925a,1 Reich Mark,REICH MARK,,,,AU,km44,$45.00,,Available,1605,
10545,GERMAN EAST AFRICA,1904,1/2›,HELLER,,,,AU+,km6,$25.00,,Available,1605,
10546,NEW BRUNSWICK,1861,1›,Cent,,,,XF/AU,,$20.00,,Available,1605,
10547,GREAT BRITAIN,1912,1 Penny,PENNY,,,,XF,KM810,$28.00,,Available,1605,
10549,GREAT BRITAIN,1866,1 Farthing,Farthing,,,,XF,KM747.2,$100.00,,Available,1605,
10550,STRAITS SETTLEMENTS,1919,20›,Cents,,,,XF,KM 309,$70.00,,Available,1605,
10569,US,1896,$1,Morgan Dollar,,,,MS 62,,$55.00,,Available,1607,
10572,US,1896,$1,Morgan Dollar,,,,Unc,,$44.00,,Available,1607,
12183,US,1876,5›,Shield Nickel,,"2,530,000",,AG/Good,,$25.00,,Available,1910,
10578,US,1916-S,1›,Lincoln,,,,AU+,,$44.00,,Available,1607,
10584,US,1941,10›,Mercury,,,,MS-65,,$21.00,,Available,1608,
10593,US,1944-S,10›,Mercury,,,,MS-65,,$21.00,,Available,1608,
10595,US,1943,10›,Mercury,,,,MS-65 FB,,$46.00,,Available,1608,
10602,US,1882-S,$1,Morgan Dollar,,,,MS-61,,$52.00,,Available,1608,
10608,US,1886,$1,Morgan Dollar,,,,AU-58,,$40.00,,Available,1608,
13549,US,1894-O,50›,Barber Half,,,,,,$28.00,,Available,2309,
13550,US,1900-O,50›,Barber Half,,,,Good,,$26.00,,Available,2309,
12282,US,1937,50›,Walking Liberty,,,,AU,,$26.00,,Available,2006,
13551,US,1946,50›,Booker T Washingtion,,,,Unc,,$25.00,,Available,2309,
10724,US,1827,-AQ.BASE 2,NUDY HSLG,,,,GINR,,$72.00,,Available,1612,
10730,US,1855,50›,Liberty Seated,,,,Fine,,$60.00,,Available,1612,
10733,US,1900,50›,Barber,,,,AU,,$330.00,,Available,1612,
10734,US,1839 ll,50›,Bust Half,,,,XF,,$275.00,,Available,1612,
10735,US,1921,10›,Mercury,,,,Good,,$40.00,,Available,1612,
10737,US,1914-D,5›,Buffalo,,,,VG,,$125.00,,Available,1612,
10739,US,1903,10›,Barber,,,,XF,,$20.00,,Available,1612,
10740,US,1915-S,10›,Barber,,,,Fine,,$38.00,,Available,1612,
10741,US,1914-S,10›,Barber,,,,VF,,$22.00,,Available,1612,
10743,US,1904-O,25›,Barber,,,,VG,,$45.00,,Available,1612,
10744,US,1901,25›,Barber,,,,Fine,,$35.00,,Available,1612,
10745,US,1900-S,25›,Barber,,,,Fine,,$40.00,,Available,1612,
10746,US,1905-0,25›,Barber,,,,AG,,$25.00,,Available,1612,
10747,US,1883 W/Cents,5›,SHIELD,,,,XF,,$77.00,,Available,1612,
13082,US,1852,3›,3-Cent Silver,,,,Fine,,$100.00,,Available,2205,
10766,US,1883,5›,SHIELD,,,,Fine,,$33.00,,Available,1612,
12570,US,1879,$1,Morgan Dollar,,,,MS-62,,$71.00,,Available,2106,
12582,US,1923-S,$1,Peace,,,,Unc,,$46.00,,Available,2106,
12588,US,1943-S,50›,Walking Liberty,,,,MS-64,,$77.00,,Available,2106,
12589,US,1935,$1,Peace,,,,MS-62,,$110.00,,Available,2106,
12594,US,1888-S,10›,Liberty Seated,,,,XF Rim Bump,,$27.00,,Available,2106,
12595,US,1890,10›,Liberty Seated,,,,XF,,$27.00,,Available,2106,
12598,US,1932-S,25›,Washington,,,,Unc,,$308.00,,Available,2106,
12599,US,1934-D,50›,Walking Liberty,,,,AU58,,$110.00,,Available,2106,
12602,US,1927-S,25›,Standing Libery,,,,VG,,$55.00,,Available,2106,
12605,US,1902,50›,Barber Half,,,,VF Cleaned,,$110.00,,Available,2106,
12608,US,1938-D,5›,Buffalo Nickel,,,,MS-65,,$26.00,,Available,2106,
12615,US,1906-S,25›,Barber,,,,XF,,$52.00,,Available,2106,
12616,US,1886-S,$1,Morgan Dollar,,,,MS-63,,$525.00,,Available,2106,
12619,US,1934 Light Motto,25›,Washington,,,,AU58,,$24.00,,Available,2106,
12620,US,1935,25›,Washington,,,,AU,,$14.00,,Available,2106,
12627,US,1942,50›,Walking Liberty,,,,MS-64,,$61.00,,Available,2106,
12624,US,1928,,,,,,,,$0.00,,Available,2106,
12973,US,1926-S,10›,Mercury,,,,Fine,,$27.00,,Available,0903,
12974,US,1926-S,10›,Mercury,,,,Fine,,$27.00,,Available,0903,
12976,US,1928-S,$1,Peace,,,,AU,,$110.00,,Available,2205,
12980,US,1926-S,5›,Buffalo,,,,VG,,$44.00,,Available,1810,
12984,US,1900,50›,Barber Half,,,,Good,,$22.00,,Available,2012,
12987,US,1902,50›,Barber Half,,,,Good,,$20.00,,Available,2012,
12988,US,1905-O,50›,Barber Half,,,,Good,,$22.00,,Available,2012,
12990,US,1912-D,50›,Barber Half,,,,VG,,$26.00,,Available,2204,
12991,US,1910,50›,Barber Half,,,,Good,,$25.00,,Available,2105,
12767,US,1880,$1,Morgan Dollar,,,,MS-62,,$64.00,,Available,2110,
12771,US,1926,50›,Oregon Trail,,,,XF,,$110.00,,Available,2110,
12778,US,1931-S,1›,Lincoln,,,,XF,,$90.00,,Available,2111,
12992,US,1910-S,50›,Barber Half,,,,Fine Scratched,,$50.00,,Available,2105,
12993,US,1908-O,50›,Barber Half,,,,Good,,$20.00,,Available,2204,
12994,US,1908-D,50›,Barber Half,,,,VG,,$24.00,,Available,2204,
12995,US,1906-O,50›,Barber Half,,,,Good,,$22.00,,Available,2012,
12996,US,1909-S,50›,Barber Half,,,,Good,,$23.00,,Available,2105,
12997,US,1907-D,50›,Barber Half,,,,Good,,$22.00,,Available,2012,
12998,US,1908,50›,Barber Half,,,,VG,,$26.00,,Available,2204,
12999,US,1915-S,50›,Barber Half,,,,VG,,$26.00,,Available,2105,
13000,US,1915-D,50›,Barber Half,,,,VG,,$26.00,,Available,2105,
13001,US,1909,50›,Barber Half,,,,VG - Rim Ding,,$24.00,,Available,2106,
13002,US,1946,50›,Walking Liberty,,,,AU-58,,$24.00,,Available,1509,
13004,US,1942,50›,Walking Liberty,,,,Unc,,$30.00,,Available,1702,
13005,US,1941-S,50›,Walking Liberty,,,,AU,,$27.00,,Available,1110,
13006,US,1943,50›,Walking Liberty,,,,MS-63,,$39.00,,Available,1101,
13008,US,1941,50›,Walking Liberty,,,,AU,,$21.00,,Available,1704,
13009,US,1942-S,50›,Walking Liberty,,,,AU-58,,$27.00,,Available,1809,
12782,US,1853 Arrows,10›,Liberty Seated,,,,Godd,,$16.00,,Available,2111,
12783,US,1855 Arrows,10›,Liberty Seated,,,,Fine,,$20.00,,Available,2111,
12788,US,1881,3›,Three Cent Nickel,,,,Fine,,$21.00,,Available,2111,
12793,US,1835,10›,,,,,,,$0.00,,Available,2111,
12794,US,1921,50›,Alabama Commemeorative,,,,AU,,$120.00,,Available,2111,
12796,US,1920,50›,Pilgrim,,,,MS-64,,$99.00,,Available,2111,
12851,US,1956-D RPM,1›,Lincoln Cent,ICG,,2879080301,MS-64 RD,Repunched Mint Mark,$75.00,,Available,2112,
13012,US,1917,50›,Walking Liberty,,,,Fine+,,$19.00,,Available,1809,
13014,US,1918,50›,Walking Liberty,,,,VG,,$17.00,,Available,1701,
13015,US,1917-D Obv,50›,Walking Liberty,,,,Good/VG,,$30.00,,Available,1204,
13021,US,1938-D,50›,Walking Liberty,,,,XF,,$176.00,,Available,1704,
13024,US,1918,50›,Walking Liberty,,,,Fine,,$22.00,,Available,1701,
13031,US,1929-S,50›,Walking Liberty,,,,Fine,,$21.00,,Available,1403,
13037,US,1919-S,50›,Walking Liberty,,,,Good,,$20.00,,Available,1204,
